留言主题,clean_review,cut_review,地区,主谓宾
A4区双湾国际小区“饺子故事”餐饮店将油烟废气直接排入下水道,A4区双湾国际小区饺子故事餐饮店将油烟废气直接排入下水道,A4 区 双湾 国际 小区 饺子 故事 餐饮店 油烟 废气 排入 下水道,A4区,"餐饮店排入下水道,（副词：将）"
反映A4区万国城三期幼儿园学位问题,反映A4区万国城三期幼儿园学位问题,A4 区 万国 城 三期 幼儿园 学位,A4区,"反映学位,（副词：）"
A4区藏珑湖上国际花园有传媒公司聚集大量人员在住宅办公，且无证经营,A4区藏珑湖上国际花园有传媒公司聚集大量人员在住宅办公且无证经营,A4 区藏珑 湖上 国际 花园 传媒 公司 聚集 人员 住宅 办公 无证 经营,A4区,"花园有聚集,（副词：湖上）"
A4区御景龙城小区新连排有业主违规改建房屋,A4区御景龙城小区新连排有业主违规改建房屋,A4 区御景 龙城 小区 新 连排 业主 违规 改建 房屋,A4区,"连排有违规,（副词：）"
A4区德雅路一直破烂不堪,A4区德雅路一直破烂不堪,A4 区 德雅 路 破烂不堪,A4区,"路破烂不堪,（副词：一直）"
反映A4区陡岭路宜家楚颂小区修路问题,反映A4区陡岭路宜家楚颂小区修路问题,A4 区 陡岭 路 宜家 楚颂 小区 修路,A4区,"反映问题,（副词：）"
A4区凯乐国际城周边的庆和里路、太平路路灯很久没亮了,A4区凯乐国际城周边的庆和里路太平路路灯很久没亮了,A4 区凯乐 国际 城 周边 庆 里 路 太平路 路灯 很久没 亮,A4区,"路灯庆,（副词：很久没）"
A4区天健盛世A1区工地长期深夜施工扰民,A4区天健盛世A1区工地长期深夜施工扰民,A4 区天健 盛世 A1 区 工地 长期 深夜 施工 扰民,A4区,"工地施工,（副词：深夜）"
A4区天春威尔士小区物业不管事，造成消防隐患等问题多,A4区天春威尔士小区物业不管事造成消防隐患等问题多,A4 区天春 威尔士 小区 物业 事 消防 隐患,A4区,"物业多隐患,（副词：不管）"
A4区邮政公司劳务工特困补助还没到位,A4区邮政公司劳务工特困补助还没到位,A4 区 邮政 公司 劳务工 特困 补助 到位,A4区,"公司劳务工补助,（副词：还）"
A4区华夏路社区居住证明办理难,A4区华夏路社区居住证明办理难,A4 区 华夏 路 社区 居住 证明 办理 难,A4区,"证明办理,（副词：）"
A4区六号线楚雅路地铁施工严重扰民,A4区六号线楚雅路地铁施工严重扰民,A4 区 六号 线楚 雅路 地铁 施工 扰民,A4区,"地铁扰民,（副词：严重）"
A4区福元西路199号万国城一期20栋106小区内开麻将馆严重扰民,A4区福元西路199号万国城一期20栋106小区内开麻将馆严重扰民,A4 区福元 西路 199 号 万国 城 一期 20 栋 106 区内 开 麻将馆 扰民,A4区,"区内开麻将馆,（副词：）"
A4区九尾冲没有斑马线，行人直接在车流中插空过马路,A4区九尾冲没有斑马线行人直接在车流中插空过马路,A4 区 九尾 斑马线 行人 车流 中 插空 马路,A4区,"九尾冲插空,（副词：直接）"
再次反映A4区珠江花园酒店夜间噪音扰民的问题,再次反映A4区珠江花园酒店夜间噪音扰民的问题,A4 区 珠江 花园酒店 夜间 噪音 扰民,A4区,"反映扰民,（副词：再次）"
投诉A4区发旺食品有限公司拖欠工资,投诉A4区发旺食品有限公司拖欠工资,投诉 A4 区 发旺 食品 有限公司 拖欠工资,A4区,"有限公司投诉拖欠工资,（副词：）"
A5区的莲湖汽车饰品城脏乱差，还违规收取停车费,A5区的莲湖汽车饰品城脏乱差还违规收取停车费,A5 区 莲湖 汽车饰品 城 脏乱差 违规 收取 停车费,A5区,"城违规停车费,（副词：还）"
A5区万科金域华府别墅区夜间10-凌晨4点施工扰民,A5区万科金域华府别墅区夜间10凌晨4点施工扰民,A5 区 万科 金域 华府 别墅区 夜间 10 凌晨 点 施工 扰民,A5区,"扰民,（副词：）"
A5区锦绣世家排水不畅，经常厨房主水管堵塞,A5区锦绣世家排水不畅经常厨房主水管堵塞,A5 区 锦绣 世家 排水 畅 厨房 主 水管 堵塞,A5区,"世家畅,（副词：不）"
希望能将A5区跳马镇纳入地铁规划,希望能将A5区跳马镇纳入地铁规划,希望 A5 区 跳马 镇 纳入 地铁 规划,A5区,"镇希望纳入,（副词：能）"
A5区万科金域华府三期的业主出行不便,A5区万科金域华府三期的业主出行不便,A5 区 万科 金域 华府 三期 业主 出行 不便,A5区,"业主出行,（副词：）"
A5区白沙湾嘉园一房两证的问题谁来管,A5区白沙湾嘉园一房两证的问题谁来管,A5 区 白沙湾 嘉园 一房 两证 谁来管,A5区,"谁来管,（副词：）"
A5区劳动东路新城新世界开发商违规建卫生服务站,A5区劳动东路新城新世界开发商违规建卫生服务站,A5 区 劳动 东路 新城 新世界 开发商 违规 建 卫生 服务站,A5区,"开发商建服务站,（副词：违规）"
希望改善A5区道路交通的粗放式管理,希望改善A5区道路交通的粗放式管理,希望 改善 A5 区 道路交通 粗放式 管理,A5区,"希望改善,（副词：粗放式）"
反映A5区中航城丽园业主破坏小区绿化,反映A5区中航城丽园业主破坏小区绿化,A5 区 中航 城丽园 业主 破坏 小区 绿化,A5区,"业主反映破坏,（副词：）"
咨询A5区洞井镇鄱阳村拆迁安置房问题,咨询A5区洞井镇鄱阳村拆迁安置房问题,咨询 A5 区洞 井镇 鄱阳 村 拆迁 安置 房,A5区,"咨询拆迁,（副词：）"
职能部门相互推诿，A5区植物园社区山水熙园小区业主苦不堪言,职能部门相互推诿A5区植物园社区山水熙园小区业主苦不堪言,职能部门 相互 推诿 A5 区 植物园 社区 山水 熙园 小区业主 苦不堪言,A5区,"职能部门推诿,（副词：相互）"
A5区楚府线几个小区经常停电,A5区楚府线几个小区经常停电,A5 区楚府 线 几个 小区 停电,A5区,"小区停电,（副词：经常）"
A5区新城新界世小区至今未成立业委会,A5区新城新界世小区至今未成立业委会,A5 区 新城 新界 世 小区 未 成立 业委会,A5区,"小区成立业委会,（副词：至今）"
A5区鄱阳社区村支两委不经村民大L6县意将土地招商出让,A5区鄱阳社区村支两委不经村民大L6县意将土地招商出让,A5 区 鄱阳 社区 村支 两委 村民 L6 县意 土地 招商 出让,A5区,"两委招商土地,（副词：不）"
A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气，急需处理！,A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气急需处理,A5 区 劳动 东路 魅力 城 小区 一楼 夜宵 摊 污染 空气 急需处理,A5区,"摊急需处理空气,（副词：严重）"
A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气，急需处理！,A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气急需处理,A5 区 劳动 东路 魅力 城 小区 一楼 夜宵 摊 污染 空气 急需处理,A5区,"摊急需处理空气,（副词：严重）"
建议优化A5区时代阳光大道与联圭路交叉路口,建议优化A5区时代阳光大道与联圭路交叉路口,建议 优化 A5 区 时代 阳光 大道 联圭路 交叉路口,A5区,"建议优化,（副词：）"
A5区嘉华地产汇金期三期电梯存在质量问题,A5区嘉华地产汇金期三期电梯存在质量问题,A5 区 嘉华 地产 汇金期 三期 电梯 质量,A5区,"电梯存在问题,（副词：）"
请关注A5区东塘街道新A1区之都佳苑小区违等建问题,请关注A5区东塘街道新A1区之都佳苑小区违等建问题,请 关注 A5 区 东塘 街道 新 A1 区 佳苑 小区 违等建,A5区,"请关注,（副词：都）"
A5区新A1区之都佳苑小区规划随意改变，增加违建,A5区新A1区之都佳苑小区规划随意改变增加违建,A5 区新 A1 区 佳苑 小区 规划 随意 改变 增加 违建,A5区,"规划增加,（副词：都）"
A5区合丰安置小区现在完全变成了物流园区！,A5区合丰安置小区现在完全变成了物流园区,A5 区 合丰 安置 小区 物流园区,A5区,"小区变成物流园区,（副词：现在）"
建议调整A5区新华都学校西南角红绿灯设置,建议调整A5区新华都学校西南角红绿灯设置,建议 调整 A5 区 新华 学校 西南角 红绿灯 设置,A5区,"新华建议调整,（副词：都）"
反映A5区万科魅力之城小孩入学问题,反映A5区万科魅力之城小孩入学问题,A5 区 万科 魅力 城 小孩 入学,A5区,"小孩反映问题,（副词：）"
A5区万家丽中路泰禹家园住改商改成麻将馆，深夜麻将扰民无人管,A5区万家丽中路泰禹家园住改商改成麻将馆深夜麻将扰民无人管,A5 区 万家 丽 中路 泰禹 家园 住 改商 改成 麻将馆 深夜 麻将 扰民 无人管,A5区,"家园住改商,（副词：深夜）"
A5区新A1区之都违建违规之一、二,A5区新A1区之都违建违规之一二,A5 区新 A1 区 违建 违规,A5区,"违建二,（副词：都）"
A5区香樟路德馨园小区一麻将馆长期营业至深夜1-2点,A5区香樟路德馨园小区一麻将馆长期营业至深夜12点,A5 区 香樟 路德 馨园 小区 麻将馆 长期 营业 深夜 12 点,A5区,"麻将馆营业点,（副词：长期）"
对A5区井湾子街道木莲中路与“曙光南路”交叉口周边环境改善的建议,对A5区井湾子街道木莲中路与曙光南路交叉口周边环境改善的建议,A5 区井 湾子 街道 木莲 中路 曙光 南路 交叉口 周边环境 改善 建议,A5区,"中路建议周边环境,（副词：与）"
A5区东塘街道新芙之都随意更改规划设计,A5区东塘街道新芙之都随意更改规划设计,A5 区 东塘 街道 新 芙 随意 更改 规划设计,A5区,"芙更改规划设计,（副词：都）"
强烈质疑A5区交警大队在未交付使用道路上的抄牌行为,强烈质疑A5区交警大队在未交付使用道路上的抄牌行为,质疑 A5 区 交警大队 未 交付使用 道路 抄牌,A5区,"交警大队质疑交付使用,（副词：强烈）"
A5区东风本田诚通特约销售服务店强硬收取定金不退还,A5区东风本田诚通特约销售服务店强硬收取定金不退还,A5 区 东风 本田 诚通 特约 销售 服务 店 强硬 收取 定金 退还,A5区,"店收取定金,（副词：强硬）"
反映A5区广益中学门口摊贩问题,反映A5区广益中学门口摊贩问题,A5 区 广益 中学 门口 摊贩,A5区,"反映问题,（副词：）"
A5区华悦城物业连续无故强制断水,A5区华悦城物业连续无故强制断水,A5 区华悦城 物业 连续 无故 强制 断水,A5区,"物业强制断水,（副词：连续）"
投诉A5区西地省摩中金慕贸易有限公司非法融资,投诉A5区西地省摩中金慕贸易有限公司非法融资,投诉 A5 区西地 省摩中 金慕 贸易 有限公司 非法 融资,A5区,"有限公司投诉融资,（副词：非法）"
A5区洞井乡楚莲社区莲湖汽车饰品城存在消防安全隐患,A5区洞井乡楚莲社区莲湖汽车饰品城存在消防安全隐患,A5 区 洞井乡 楚莲 社区 莲湖 汽车饰品 城 消防安全 隐患,A5区,"城存在隐患,（副词：）"
A5区长郡语外第一附小能不能开放食堂,A5区长郡语外第一附小能不能开放食堂,A5 区长 郡 语外 第一 附小 开放 食堂,A5区,"附小开放食堂,（副词：能）"
A5区M5市百货城附属楼14室小孩想上学，请给个机会,A5区M5市百货城附属楼14室小孩想上学请给个机会,A5 区 M5 市 百货 城 附属 楼 14 室 小孩 想 上学 请 机会,A5区,"小孩想上学,（副词：）"
A5区劳动东路魅力之城小区底层餐馆油烟扰民,A5区劳动东路魅力之城小区底层餐馆油烟扰民,A5 区 劳动 东路 魅力 城 小区 底层 餐馆 油烟 扰民,A5区,"油烟扰民,（副词：）"
A5区劳动东路魅力之城小区底层餐馆油烟扰民,A5区劳动东路魅力之城小区底层餐馆油烟扰民,A5 区 劳动 东路 魅力 城 小区 底层 餐馆 油烟 扰民,A5区,"油烟扰民,（副词：）"
A5区枫树山美联小学旁的公立幼儿园何时招生？,A5区枫树山美联小学旁的公立幼儿园何时招生,A5 区 枫树 山美联 小学 旁 公立 幼儿园 招生,A5区,"幼儿园招生,（副词：何时）"
A5区半山一号期期延迟，没办法管吗？,A5区半山一号期期延迟没办法管吗,A5 区 半山 一号 期期 延迟 办法,A5区,"期期没办法,（副词：）"
再次反映A5区A5区亭办事处自然村村民房屋存在安全隐患,再次反映A5区A5区亭办事处自然村村民房屋存在安全隐患,A5 区 A5 区亭 办事处 自然村 村民 房屋 安全隐患,A5区,"房屋反映存在,（副词：再次）"
A5区洞井村清产核资合规则合程序吗？,A5区洞井村清产核资合规则合程序吗,A5 区洞 井村 清产核资 合 规则 合 程序,A5区,"洞井村清产核资规则,（副词：）"
投诉A5区高桥街道五一新村a区垃圾站露天堆放问题,投诉A5区高桥街道五一新村a区垃圾站露天堆放问题,投诉 A5 区高桥 街道 五一 新村 a 区 垃圾站 露天 堆放,A5区,"投诉问题,（副词：）"
在A5区职教城怎么收寄信！,在A5区职教城怎么收寄信,A5 区 职教 城 收 寄信,A5区,"城收寄信,（副词：在）"
反映A5区王家冲和曙光路之间人行绿灯的问题,反映A5区王家冲和曙光路之间人行绿灯的问题,A5 区 王家 曙光路 之间 人行 绿灯,A5区,"王家反映绿灯,（副词：）"
A5区唐祥电器市场到底何时提质改造,A5区唐祥电器市场到底何时提质改造,A5 区 唐祥 电器 市场 提质 改造,A5区,"提质改造市场,（副词：到底）"
A5区赏识培训学校用刚装修的教室给孩子上课,A5区赏识培训学校用刚装修的教室给孩子上课,A5 区 赏识 培训 学校 用刚 装修 教室 孩子 上课,A5区,"A5区赏识上课,（副词：用刚）"
A5区英泰汇景豪庭业主何时能安心住房,A5区英泰汇景豪庭业主何时能安心住房,A5 区英泰 汇景 豪庭 业主 何时能 安心 住房,A5区,"住房,（副词：）"
A5区明昇壹城二期坑骗业主，请求领导解决业主问题！,A5区明昇壹城二期坑骗业主请求领导解决业主问题,A5 区明 昇 壹城 二期 坑骗 业主 请求 领导 解决 业主,A5区,"A5区昇坑骗,（副词：明）"
A5区保利MALL周边交通状况极差，建议增强巡查力度,A5区保利MALL周边交通状况极差建议增强巡查力度,A5 区 保利 MALL 周边 交通状况 极差 建议 增强 巡查 力度,A5区,"极差建议增强,（副词：）"
A5区时代阳光大道中建嘉和城附近防护绿地被侵占,A5区时代阳光大道中建嘉和城附近防护绿地被侵占,A5 区 时代 阳光 大道 中建 嘉和城 防护 绿地 侵占,A5区,"大道侵占绿地,（副词：附近）"
A5区上市开发商西地省盐业擅自更改建设工程规划,A5区上市开发商西地省盐业擅自更改建设工程规划,A5 区 上市 开发商 西地省 盐业 擅自 更改 建设工程 规划,A5区,"A5区上市规划,（副词：擅自）"
请领导坚决取缔A5区茶园坡新华园小区的麻将馆,请领导坚决取缔A5区茶园坡新华园小区的麻将馆,请 领导 取缔 A5 区 茶园 坡 新华 园 小区 麻将馆,A5区,"请取缔,（副词：坚决）"
A5区香樟路万坤图大厦2栋部分经营者无照经营餐饮业、严重侵害业主权益,A5区香樟路万坤图大厦2栋部分经营者无照经营餐饮业严重侵害业主权益,A5 区 香樟 路万坤图 大厦 栋 经营者 无照经营 餐饮业 侵害 业主权益,A5区,"餐饮业侵害业主权益,（副词：严重）"
请重视A5区砂子塘万境水岸小学路段的交通安全问题,请重视A5区砂子塘万境水岸小学路段的交通安全问题,请 重视 A5 区 砂子 塘万境 水岸 小学 路段 交通安全,A5区,"请重视,（副词：）"
驾考学员未学习，A5区正合驾校不退费,驾考学员未学习A5区正合驾校不退费,驾考 学员 未 学习 A5 区正合 驾校 退费,A5区,"学员学习A5区,（副词：未）"
A5区赤岗冲11路公交车露天洗车影响交通,A5区赤岗冲11路公交车露天洗车影响交通,A5 区 赤岗 11 路 公交车 露天 洗车 影响 交通,A5区,"洗车影响交通,（副词：）"
A5区洞井镇目前仅有一所民办的同升湖高中学校,A5区洞井镇目前仅有一所民办的同升湖高中学校,A5 区洞 井镇 一所 民办 同升湖 高中 学校,A5区,"洞井镇有学校,（副词：目前）"
反映A5区井圭路农贸市场的诸多问题,反映A5区井圭路农贸市场的诸多问题,A5 区井圭路 农贸市场 诸多,A5区,"反映问题,（副词：）"
A5区星城新宇桃花苑小区道路两边都停满了车辆，行人都不方便走,A5区星城新宇桃花苑小区道路两边都停满了车辆行人都不方便走,A5 区星 城新宇 桃花 苑 小区 道路 两边 停满 车辆 行人 走,A5区,"行人停满,（副词：两边）"
A5区碧桂园南城首府房屋长期不住人却每月产生了不少水费,A5区碧桂园南城首府房屋长期不住人却每月产生了不少水费,A5 区 碧桂园 南城 首府 房屋 长期 不住 每月 水费,A5区,"人产生水费,（副词：却）"
请按时清理A5区长安郡小区的生活垃圾,请按时清理A5区长安郡小区的生活垃圾,请 清理 A5 区 长安 郡 小区 生活 垃圾,A5区,"请清理,（副词：按时）"
A5区融城园住户被A市自来水公司强停居民用水达2个多月！,A5区融城园住户被A市自来水公司强停居民用水达2个多月,A5 区融 城园 住户 市 自来水 公司 强停 居民 用水 达 多月,A5区,"住户达多月,（副词：）"
A5区迎新路（中意路至万芙路路段）为什么不采取单向通行或中间隔离优化措施？,A5区迎新路中意路至万芙路路段为什么不采取单向通行或中间隔离优化措施,A5 区迎 新路 中意 路至 万芙路 路段 单向 通行 隔离 优化 措施,A5区,"A5区采取新路,（副词：为什么）"
A5区曲塘路红墅湾小区违建严重,A5区曲塘路红墅湾小区违建严重,A5 区曲塘路 红墅湾 小区 违建,A5区,"小区违建,（副词：）"
A5区黎托乡征收部分款项何时下发？,A5区黎托乡征收部分款项何时下发,A5 区黎托乡 征收 款项 下发,A5区,"下发款项,（副词：何时）"
A5区左家塘街道嘉园社区麻将馆扰民,A5区左家塘街道嘉园社区麻将馆扰民,A5 区 左家塘 街道 嘉园 社区 麻将馆 扰民,A5区,"麻将馆扰民,（副词：）"
A5区左家塘街道快宝驿站无证经营,A5区左家塘街道快宝驿站无证经营,A5 区 左家塘 街道 快宝 驿站 无证 经营,A5区,"驿站经营,（副词：无证）"
A5区融圣国际小区长城物业强行霸占本小区的物业管理权,A5区融圣国际小区长城物业强行霸占本小区的物业管理权,A5 区融 圣 国际 小区 长城 物业 强行 霸占 小区 物业 管理权,A5区,"A5区融圣管理权,（副词：强行）"
A5区嘉兴路道路两侧车辆违停问题严重,A5区嘉兴路道路两侧车辆违停问题严重,A5 区 嘉兴 路 道路 两侧 车辆 违停,A5区,"问题严重,（副词：）"
反映A5区明大佳园楼盘的两大问题,反映A5区明大佳园楼盘的两大问题,A5 区明 佳园 楼盘 两大,A5区,"反映问题,（副词：）"
A5区保利中航城开放式走廊存在重大安全隐患,A5区保利中航城开放式走廊存在重大安全隐患,A5 区 保利 中航 城 开放式 走廊 安全隐患,A5区,"走廊存在安全隐患,（副词：）"
A5区省机械化施工公司棚改何时能启动,A5区省机械化施工公司棚改何时能启动,A5 区省 机械化 施工 公司 棚改 何时能 启动,A5区,"何时能启动,（副词：机械化）"
请A5区修建枫树山南屏锦源小学的林高路,请A5区修建枫树山南屏锦源小学的林高路,请 A5 区 修建 枫树 山南 屏锦源 小学 林高路,A5区,"请修建,（副词：）"
A5区山水熙园小区定性违章何时拆除？规划绿地何时还业主？,A5区山水熙园小区定性违章何时拆除规划绿地何时还业主,A5 区 山水 熙园 小区 定性 违章 拆除 规划 绿地 业主,A5区,"小区定性违章,（副词：何时）"
A5区新建东路白沙啤酒公寓停水超过一个星期，没人管！,A5区新建东路白沙啤酒公寓停水超过一个星期没人管,A5 区 新建 东路 白沙 啤酒 公寓 停水 超过 星期 没人管,A5区,"停水超过星期,（副词：）"
A5区中航城3期9栋开放走廊设计存在安全隐患,A5区中航城3期9栋开放走廊设计存在安全隐患,A5 区 中航 城 期 栋 开放 走廊 设计 安全隐患,A5区,"设计存在安全隐患,（副词：）"
请A5区砂子塘东澜湾小学落实减负政策,请A5区砂子塘东澜湾小学落实减负政策,请 A5 区 砂子 塘 东澜湾 小学 落实 减负 政策,A5区,"请落实,（副词：）"
A5区开宇大厦存在重大消防安全隐患,A5区开宇大厦存在重大消防安全隐患,A5 区 开宇 大厦 消防安全 隐患,A5区,"大厦存在隐患,（副词：）"
A5区建发泱玺雅苑学区划分不合理,A5区建发泱玺雅苑学区划分不合理,A5 区建 发泱玺 雅苑 学区 划分 不合理,A5区,"A5区建发泱玺不合理,（副词：）"
A5区七里香榭业主回家路上到处都是违停车辆,A5区七里香榭业主回家路上到处都是违停车辆,A5 区 七里香 榭 业主 回家路上 违停 车辆,A5区,"业主是车辆,（副词：到处）"
反映A5区圭塘路五矿万境水岸路段拥堵及执法不为问题,反映A5区圭塘路五矿万境水岸路段拥堵及执法不为问题,A5 区圭塘路 五矿 万境 水岸 路段 拥堵 执法,A5区,"路段反映拥堵,（副词：不）"
A5区杜路花沙湾路与万家丽段何时通,A5区杜路花沙湾路与万家丽段何时通,A5 区 杜路花 沙湾 路 万家 丽段 通,A5区,"路通丽段,（副词：与）"
A5区创元时代开发商涉嫌欺诈百姓获取不当收益,A5区创元时代开发商涉嫌欺诈百姓获取不当收益,A5 区 创元 时代 开发商 涉嫌 欺诈 百姓 获取 不当 收益,A5区,"开发商涉嫌获取,（副词：）"
长A5区梓园路紫金苑西面临街门面油烟污染严重,长A5区梓园路紫金苑西面临街门面油烟污染严重,长 A5 区梓园 路 紫金 苑 西面 临街 门面 油烟 污染,A5区,"污染,（副词：）"
A5区三角塘中学何时会开工建设,A5区三角塘中学何时会开工建设,A5 区 三角 塘 中学 开工 建设,A5区,"中学开工,（副词：何时）"
反映A5区老人上门接种疫苗问题,反映A5区老人上门接种疫苗问题,A5 区 老人 上门 接种 疫苗,A5区,"老人反映上门,（副词：）"
A5区砂子塘万境水岸小学堵车，交通不安全,A5区砂子塘万境水岸小学堵车交通不安全,A5 区 砂子 塘万境 水岸 小学 堵车 交通,A5区,"小学堵车,（副词：不）"
A5区绿地之窗小区房屋主体结构质量不过关,A5区绿地之窗小区房屋主体结构质量不过关,A5 区 绿地 之窗 小区 房屋 主体 结构 质量 不过关,A5区,"质量不过关,（副词：）"
建议在A5区白沙湾嘉园小区路口增设红绿灯,建议在A5区白沙湾嘉园小区路口增设红绿灯,建议 A5 区 白沙湾 嘉园 小区 路口 增设 红绿灯,A5区,"路口建议增设,（副词：在）"
A5区井湾子金领家族小区二期物业管理混乱！,A5区井湾子金领家族小区二期物业管理混乱,A5 区井 湾子 金领 家族 小区 二期 物业管理 混乱,A5区,"物业管理混乱,（副词：）"
A5区教育局为何不能公布生源,A5区教育局为何不能公布生源,A5 区 教育局 公布 生源,A5区,"教育局公布生源,（副词：为何）"
A5区跳马镇暮石公路航院至石燕湖中间路段急需公交车,A5区跳马镇暮石公路航院至石燕湖中间路段急需公交车,A5 区 跳马 镇暮石 公路 航院 石燕 湖 路段 急需 公交车,A5区,"航院急需公交车,（副词：至）"
咨询A5区泰禹云开壹品产权证的问题,咨询A5区泰禹云开壹品产权证的问题,咨询 A5 区泰禹云 开壹品 产权证,A5区,"问题产权证,（副词：）"
A5区绿地之窗小区楼栋地基开裂房子下沉，给排水系统瘫痪,A5区绿地之窗小区楼栋地基开裂房子下沉给排水系统瘫痪,A5 区 绿地 之窗 小区 楼栋 地基 开裂 房子 下沉 给排水 系统 瘫痪,A5区,"系统瘫痪,（副词：）"
A5区粟塘小区曲塘路F市烧烤粥吧晚上店外经营，噪音扰民,A5区粟塘小区曲塘路F市烧烤粥吧晚上店外经营噪音扰民,A5 区粟塘 小区 曲塘路 F 市 烧烤 粥 晚上 店外 经营 噪音 扰民,A5区,"粥经营噪音,（副词：晚上）"
反映A5区翡翠云天小区配套幼儿园回收过程中的问题,反映A5区翡翠云天小区配套幼儿园回收过程中的问题,A5 区 翡翠 云天 小区 配套 幼儿园 回收 过程 中,A5区,"幼儿园反映问题,（副词：）"
A5区山水庭院小区洞井路沿线烧烤店夜宵店聚集，店外经营噪音扰民,A5区山水庭院小区洞井路沿线烧烤店夜宵店聚集店外经营噪音扰民,A5 区 山水 庭院 小区 洞井路 沿线 烧烤店 夜宵 店 聚集 店外 经营 噪音 扰民,A5区,"店聚集店外,（副词：）"
A5区万坤图大厦2栋部分经营者无照经营餐饮业，且严重侵害业主权益,A5区万坤图大厦2栋部分经营者无照经营餐饮业且严重侵害业主权益,A5 区万坤图 大厦 栋 经营者 无照经营 餐饮业 侵害 业主权益,A5区,"经营者无照经营餐饮业,（副词：且）"
反映A5区洞井接到鸿运佳苑出行问题,反映A5区洞井接到鸿运佳苑出行问题,A5 区洞 井 接到 鸿运 佳苑 出行,A5区,"洞井反映接到,（副词：）"
A5区木莲中路（C5市路一洞井路）木莲工社附近居民出行难,A5区木莲中路C5市路一洞井路木莲工社附近居民出行难,A5 区 木莲 中路 C5 市路 一洞 井路 木莲 工社 居民 出行 难,A5区,"居民出行,（副词：）"
A5区井湾子木莲中路“曙光南路”周边环境改善的建议,A5区井湾子木莲中路曙光南路周边环境改善的建议,A5 区井 湾子 木莲 中路 曙光 南路 周边环境 改善 建议,A5区,"木莲建议,（副词：）"
希望能在A5区曲塘路增开去南门口的公交车,希望能在A5区曲塘路增开去南门口的公交车,希望 A5 区曲塘路 增开 南 门口 公交车,A5区,"曲塘路希望门口,（副词：能）"
A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气,A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气,A5 区 劳动 东路 魅力 城 小区 一楼 夜宵 摊 污染 空气,A5区,"摊污染空气,（副词：严重）"
A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气,A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气,A5 区 劳动 东路 魅力 城 小区 一楼 夜宵 摊 污染 空气,A5区,"摊污染空气,（副词：严重）"
A5区科融物业威胁业主，呼吁上级加强前期物业的监管,A5区科融物业威胁业主呼吁上级加强前期物业的监管,A5 区科融 物业 威胁 业主 呼吁 上级 前期 物业 监管,A5区,"物业威胁呼吁,（副词：）"
A5区井湾子机械化小区会拆迁或者改造吗？,A5区井湾子机械化小区会拆迁或者改造吗,A5 区井 湾子 机械化 小区 拆迁 改造,A5区,"小区拆迁,（副词：会）"
A5区法院违法受理离婚案件，违规分案,A5区法院违法受理离婚案件违规分案,A5 区法院 违法 受理 离婚 案件 违规 分案,A5区,"法院违法分案,（副词：）"
对A5区跳马镇规划的几点看法,对A5区跳马镇规划的几点看法,A5 区 跳马 镇 规划 几点 看法,A5区,"规划看法规划,（副词：）"
A5区万坤图财富广场不动产证什么时候能拿到手,A5区万坤图财富广场不动产证什么时候能拿到手,A5 区万坤图 财富 广场 不动产 证 拿到 手,A5区,"拿到手,（副词：时候）"
投诉A5区碧桂园南城首府二期房子漏水、外墙脱落质量不过关,投诉A5区碧桂园南城首府二期房子漏水外墙脱落质量不过关,投诉 A5 区 碧桂园 南城 首府 二期 房子 漏水 外墙 脱落 质量 不过关,A5区,"房子投诉漏水,（副词：）"
A5区公共建设服务中心在六号路修建、验收、移交等方面存在诸多问题,A5区公共建设服务中心在六号路修建验收移交等方面存在诸多问题,A5 区 公共 建设 服务中心 六号 路 修建 验收 移交 诸多,A5区,"服务中心存在验收,（副词：在）"
咨询A5区洞井镇鄱阳村三期安置房问题,咨询A5区洞井镇鄱阳村三期安置房问题,咨询 A5 区洞 井镇 鄱阳 村 三期 安置 房,A5区,"三期咨询房,（副词：）"
A5区大桥四区噪音严重扰民,A5区大桥四区噪音严重扰民,A5 区 大桥 四区 噪音 扰民,A5区,"噪音扰民,（副词：）"
希望在A5区万科魅力城和阳光城尚东湾附近规划地铁,希望在A5区万科魅力城和阳光城尚东湾附近规划地铁,希望 A5 区 万科 魅力 城 阳光城 尚 东湾 规划 地铁,A5区,"城希望规划,（副词：在）"
咨询A5区临时工组织关系问题,咨询A5区临时工组织关系问题,咨询 A5 区 临时工 组织关系,A5区,"咨询临时工,（副词：）"
A5区教育局学区划分不科学、缺乏数据依据、工作程序不合理,A5区教育局学区划分不科学缺乏数据依据工作程序不合理,A5 区 教育局 学区 划分 科学 缺乏 数据 工作 程序 不合理,A5区,"学区划分数据,（副词：不）"
A5区劳动东路魅力之城小区临街门面烧烤夜宵摊,A5区劳动东路魅力之城小区临街门面烧烤夜宵摊,A5 区 劳动 东路 魅力 城 小区 临街 门面 烧烤 夜宵 摊,A5区,"小区临街门面,（副词：）"
